#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;tjm;XXX;Timucua
;;krv;XXX;Kavet
;;tdr;XXX;Todrah
;;plv;XXX;Southwest Palawano
;;lki;XXX;Laki
;;xma;XXX;Mushungulu
;;pgy;XXX;Pongyong
;;xxk;XXX;Ke'o
;;nkp;XXX;Niuatoputapu
;;nkw;XXX;Nkutu
;;sok;XXX;Sokoro
;;bkz;XXX;Bungku
;;kbz;XXX;Duhwa
;;mua;XXX;Mundang
;;spq;XXX;Loreto-Ucayali Spanish
;;nyt;XXX;Nyawaygi
;;coj;XXX;Cochimi
;;kee;XXX;Eastern Keres
;;xat;XXX;Katawixi
;;moo;XXX;Monom
;;dyo;XXX;Jola-Fonyi
;;adx;XXX;Amdo Tibetan
;;kpo;XXX;Ikposo
;;mah;XXX;Marshallese
;;rmt;XXX;Domari
;;nlr;XXX;Ngarla
;;kzi;XXX;Kelabit
;;mrw;XXX;Maranao
;;xmb;XXX;Mbonga
;;kes;XXX;Kugbo
;;vkj;XXX;Kujarge
;;cae;XXX;Lehar
;;zaa;XXX;Sierra de Juárez Zapotec
;;pxm;XXX;Quetzaltepec Mixe
;;dtm;XXX;Tomo Kan Dogon
;;pnw;XXX;Panytyima
;;kyc;XXX;Kyaka
;;amp;XXX;Alamblak
;;nsn;XXX;Nehan
;;aaq;XXX;Eastern Abnaki
;;iso;XXX;Isoko
;;ets;XXX;Yekhee
;;bxz;XXX;Binahari
;;gdk;XXX;Gadang
;;kze;XXX;Kosena
;;yrl;XXX;Nhengatu
;;xdm;XXX;Edomite
;;tks;XXX;Takestani
;;fss;XXX;Finland-Swedish Sign Language
;;ymz;XXX;Muzi
;;xon;XXX;Konkomba
;;nsl;XXX;Norwegian Sign Language
;;klg;XXX;Tagakaulo
;;xgf;XXX;Gabrielino-Fernandeño
;;wbf;XXX;Wara
;;rsl;XXX;Russian Sign Language
;;tes;XXX;Tengger
;;nua;XXX;Yuaga
;;fuq;XXX;Central-Eastern Niger Fulfulde
;;qxl;XXX;Salasaca Highland Quichua
;;csn;XXX;Colombian Sign Language
;;swf;XXX;Sere
;;mqt;XXX;Mok
;;bfq;XXX;Badaga
;;sat;XXX;Santali
;;kgi;XXX;Selangor Sign Language
;;aoz;XXX;Uab Meto
;;hoi;XXX;Holikachuk
;;kso;XXX;Kofa
;;bbv;XXX;Karnai
;;bbo;XXX;Northern Bobo Madaré
;;smb;XXX;Simbari
;;nmo;XXX;Moyon Naga
;;mmo;XXX;Mangga Buang
;;byw;XXX;Belhariya
;;mwa;XXX;Mwatebu
;;kon;XXX;Kongo
;;zzj;XXX;Zuojiang Zhuang
;;klv;XXX;Maskelynes
;;gaz;XXX;West Central Oromo
;;lya;XXX;Layakha
;;tku;XXX;Upper Necaxa Totonac
;;kqv;XXX;Okolod
;;xkj;XXX;Kajali
;;tta;XXX;Tutelo
;;tss;XXX;Taiwan Sign Language
;;tkg;XXX;Tesaka Malagasy
;;btf;XXX;Birgit
;;bge;XXX;Bauria
;;lrg;XXX;Laragia
;;due;XXX;Umiray Dumaget Agta
;;aoe;XXX;Angal Enen
;;lro;XXX;Laro
;;mzh;XXX;Wichí Lhamtés Güisnay
;;bgs;XXX;Tagabawa
;;lrv;XXX;Larevat
;;wbk;XXX;Waigali
;;sta;XXX;Settla
;;cur;XXX;Chhulung
;;kwu;XXX;Kwakum
;;sun;XXX;Sundanese
;;pta;XXX;Pai Tavytera
;;kta;XXX;Katua
;;ttj;XXX;Tooro
;;tcl;XXX;Taman (Myanmar)
;;cop;XXX;Coptic
;;mim;XXX;Alacatlatzala Mixtec
;;phq;XXX;Phana'
;;tyt;XXX;Tày Tac
;;mgp;XXX;Eastern Magar
;;snx;XXX;Sam
;;ski;XXX;Sika
;;sdc;XXX;Sassarese Sardinian
;;six;XXX;Sumau
;;rui;XXX;Rufiji
;;sqm;XXX;Suma
;;ngw;XXX;Ngwaba
;;zmp;XXX;Mpuono
;;upi;XXX;Umeda
;;nmb;XXX;Big Nambas
;;kbk;XXX;Grass Koiari
;;mxa;XXX;Northwest Oaxaca Mixtec
;;kvd;XXX;Kui (Indonesia)
;;afg;XXX;Afghan Sign Language
;;tcc;XXX;Datooga
;;kwl;XXX;Kofyar
;;byb;XXX;Bikya
;;wwo;XXX;Wetamut
;;kbl;XXX;Kanembu
;;wnp;XXX;Wanap
;;bwm;XXX;Biwat
;;skj;XXX;Seke (Nepal)
;;trz;XXX;Torá
;;raw;XXX;Rawang
;;bfp;XXX;Beba
;;fiw;XXX;Fiwaga
;;xyl;XXX;Yalakalore
;;oti;XXX;Oti
;;ybk;XXX;Bokha
;;jmr;XXX;Kamara
;;sov;XXX;Sonsorol
;;nnu;XXX;Dwang
;;jgb;XXX;Ngbee
;;nps;XXX;Nipsan
;;njs;XXX;Nisa
;;dgu;XXX;Degaru
;;pty;XXX;Pathiya
;;lva;XXX;Maku'a
;;ykk;XXX;Yakaikeke
;;dzg;XXX;Dazaga
;;ext;XXX;Extremaduran
;;bnf;XXX;Masiwang
;;atq;XXX;Aralle-Tabulahan
;;rut;XXX;Rutul
;;nil;XXX;Nila
;;nsz;XXX;Nisenan
;;bku;XXX;Buhid
;;iwk;XXX;I-Wak
;;brs;XXX;Baras
;;xog;XXX;Soga
;;ywr;XXX;Yawuru
;;sob;XXX;Sobei
;;tse;XXX;Tunisian Sign Language
;;yko;XXX;Yasa
;;srr;XXX;Serer
;;mxc;XXX;Manyika
;;mww;XXX;Hmong Daw
;;taa;XXX;Lower Tanana
;;mcu;XXX;Cameroon Mambila
;;wsu;XXX;Wasu
;;kaw;XXX;Kawi
;;aot;XXX;A'tong
;;jcs;XXX;Jamaican Country Sign Language
;;oka;XXX;Okanagan
;;pwb;XXX;Panawa
;;bwf;XXX;Boselewa
;;ufi;XXX;Ufim
;;sjw;XXX;Shawnee
;;bsa;XXX;Abinomn
;;aib;XXX;Ainu (China)
;;wog;XXX;Wogamusin
;;hrv;XXX;Croatian
;;arl;XXX;Arabela
;;nki;XXX;Thangal Naga
;;gsn;XXX;Gusan
;;nuo;XXX;Nguôn
;;tig;XXX;Tigre
;;mye;XXX;Myene
;;dgh;XXX;Dghwede
;;yma;XXX;Yamphe
;;tra;XXX;Tirahi
;;aio;XXX;Aiton
;;bze;XXX;Jenaama Bozo
;;gzn;XXX;Gane
;;vme;XXX;East Masela
;;bdp;XXX;Bende
;;ktj;XXX;Plapo Krumen
;;juk;XXX;Wapan
;;hmn;XXX;Hmong
;;sqr;XXX;Siculo Arabic
;;pqm;XXX;Malecite-Passamaquoddy
;;gyg;XXX;Gbayi
;;mcp;XXX;Makaa
;;bec;XXX;Iceve-Maci
;;sen;XXX;Nanerigé Sénoufo
;;llk;XXX;Lelak
;;ctt;XXX;Wayanad Chetti
;;agg;XXX;Angor
;;smw;XXX;Sumbawa
;;gek;XXX;Yiwom
;;goc;XXX;Gorakor
;;byc;XXX;Ubaghara
;;krd;XXX;Kairui-Midiki
;;dim;XXX;Dime
;;sdt;XXX;Shuadit
;;bjm;XXX;Bajelani
;;pkt;XXX;Maleng
;;gnn;XXX;Gumatj
;;lox;XXX;Loun
;;dmm;XXX;Dama
;;csz;XXX;Coos
;;lnh;XXX;Lanoh
;;mjc;XXX;San Juan Colorado Mixtec
;;byi;XXX;Buyu
;;kel;XXX;Kela (Democratic Republic of Congo)
;;nch;XXX;Central Huasteca Nahuatl
;;mgc;XXX;Morokodo
;;rah;XXX;Rabha
;;mzz;XXX;Maiadomu
;;mcg;XXX;Mapoyo
;;hak;XXX;Hakka Chinese
;;cna;XXX;Changthang
;;kho;XXX;Khotanese
;;bfz;XXX;Mahasu Pahari
;;zas;XXX;Santo Domingo Albarradas Zapotec
;;mbl;XXX;Maxakalí
;;wed;XXX;Wedau
;;ogb;XXX;Ogbia
;;sxm;XXX;Samre
;;lla;XXX;Lala-Roba
;;fas;XXX;Persian
;;cya;XXX;Nopala Chatino
;;nts;XXX;Natagaimas
;;kdh;XXX;Tem
;;kbs;XXX;Kande
;;tva;XXX;Vaghua
;;kwi;XXX;Awa-Cuaiquer
;;alk;XXX;Alak
;;lmw;XXX;Lake Miwok
;;ver;XXX;Mom Jango
;;bkg;XXX;Buraka
;;kwc;XXX;Likwala
;;yaj;XXX;Banda-Yangere
;;pww;XXX;Pwo Northern Karen
;;den;XXX;Slave (Athapascan)
;;ehu;XXX;Ehueun
;;ass;XXX;Ipulo
;;dol;XXX;Doso
;;bmu;XXX;Somba-Siawari
;;mdh;XXX;Maguindanaon
;;piu;XXX;Pintupi-Luritja
;;yet;XXX;Yetfa
;;kqn;XXX;Kaonde
;;puo;XXX;Puoc
;;gol;XXX;Gola
;;suw;XXX;Sumbwa
;;tqp;XXX;Tomoip
;;nsu;XXX;Sierra Negra Nahuatl
;;wji;XXX;Warji
;;prc;XXX;Parachi
;;yor;XXX;Yoruba
;;nmh;XXX;Monsang Naga
;;mnf;XXX;Mundani
;;kgd;XXX;Kataang
;;wrl;XXX;Warlmanpa
;;quw;XXX;Tena Lowland Quichua
;;kgw;XXX;Karon Dori
;;mmf;XXX;Mundat
;;niu;XXX;Niuean
;;niq;XXX;Nandi
;;cld;XXX;Chaldean Neo-Aramaic
;;len;XXX;Lenca
;;jrr;XXX;Jiru
;;scb;XXX;Chut
;;chu;XXX;Church Slavic
;;kxi;XXX;Keningau Murut
;;mbq;XXX;Maisin
;;bjr;XXX;Binumarien
;;xia;XXX;Xiandao
;;iby;XXX;Ibani
;;mhm;XXX;Makhuwa-Moniga
;;cbk;XXX;Chavacano
;;zkv;XXX;Krevinian
;;suq;XXX;Suri
;;pak;XXX;Parakanã
;;okv;XXX;Orokaiva
;;kyt;XXX;Kayagar
;;ubi;XXX;Ubi
;;bmb;XXX;Bembe
;;puq;XXX;Puquina
;;gcn;XXX;Gaina
;;kkv;XXX;Kangean
;;dub;XXX;Dubli
;;yos;XXX;Yos
;;pcn;XXX;Piti
;;olr;XXX;Olrat
;;nap;XXX;Neapolitan
;;mgw;XXX;Matumbi
;;vig;XXX;Viemo
;;luj;XXX;Luna
;;sce;XXX;Dongxiang
;;put;XXX;Putoh
;;lme;XXX;Pévé
;;kic;XXX;Kickapoo
;;tgx;XXX;Tagish
;;shp;XXX;Shipibo-Conibo
;;ctd;XXX;Tedim Chin
;;pdt;XXX;Plautdietsch
;;qyp;XXX;Quiripi
;;gnm;XXX;Ginuman
;;mbr;XXX;Nukak Makú
;;aed;XXX;Argentine Sign Language
;;won;XXX;Wongo
;;chc;XXX;Catawba
;;bam;XXX;Bambara
;;hap;XXX;Hupla
;;ilg;XXX;Garig-Ilgar
;;rkt;XXX;Rangpuri
;;sxg;XXX;Shixing
;;onp;XXX;Sartang
;;fuj;XXX;Ko
;;urm;XXX;Urapmin
;;skt;XXX;Sakata
;;ivv;XXX;Ivatan
;;gri;XXX;Ghari
;;gag;XXX;Gagauz
;;ghh;XXX;Northern Ghale
;;lsp;XXX;Panamanian Sign Language
;;yik;XXX;Dongshanba Lalo
;;gnr;XXX;Gureng Gureng
;;kjq;XXX;Western Keres
;;bpo;XXX;Anasi
;;gvl;XXX;Gulay
;;dzo;XXX;Dzongkha
;;bxs;XXX;Busam
;;ppo;XXX;Folopa
;;kah;XXX;Kara (Central African Republic)
;;amf;XXX;Hamer-Banna
;;khv;XXX;Khvarshi
;;kqc;XXX;Doromu-Koki
;;ldn;XXX;Láadan
;;lsg;XXX;Lyons Sign Language
;;psg;XXX;Penang Sign Language
;;crk;XXX;Plains Cree
;;atz;XXX;Arta
;;les;XXX;Lese
;;ypp;XXX;Phupa
;;sek;XXX;Sekani
;;sco;XXX;Scots
;;lks;XXX;Kisa
;;wrv;XXX;Waruna
;;nao;XXX;Naaba
;;pid;XXX;Piaroa
;;lsi;XXX;Lashi
;;yne;XXX;Lang'e
;;juh;XXX;Hõne
;;muk;XXX;Mugom
;;itl;XXX;Itelmen
;;mzv;XXX;Manza
;;pko;XXX;Pökoot
;;cux;XXX;Tepeuxila Cuicatec
;;ppk;XXX;Uma
;;nbi;XXX;Mao Naga
;;chm;XXX;Mari (Russia)
;;roe;XXX;Ronji
;;lmd;XXX;Lumun
;;unz;XXX;Unde Kaili
;;tnh;XXX;Maiani
;;cjm;XXX;Eastern Cham
;;nbd;XXX;Ngbinda
;;www;XXX;Wawa
;;trw;XXX;Torwali
;;sia;XXX;Akkala Sami
;;pie;XXX;Piro
;;bqn;XXX;Bulgarian Sign Language
;;doe;XXX;Doe
;;nia;XXX;Nias
;;yka;XXX;Yakan
;;afu;XXX;Awutu
;;kkg;XXX;Mabaka Valley Kalinga
;;nzm;XXX;Zeme Naga
;;gay;XXX;Gayo
;;tbt;XXX;Tembo (Kitembo)
;;yiv;XXX;Northern Nisu
;;mhn;XXX;Mócheno
;;xvo;XXX;Volscian
;;cao;XXX;Chácobo
;;tlk;XXX;Taloki
;;ldg;XXX;Lenyima
;;erw;XXX;Erokwanas
;;djj;XXX;Djeebbana
;;sbn;XXX;Sindhi Bhil
;;yaf;XXX;Yaka (Democratic Republic of Congo)
;;sbr;XXX;Sembakung Murut
;;csc;XXX;Catalan Sign Language
;;sfb;XXX;Langue des signes de Belgique Francophone
;;sdz;XXX;Sallands
;;kph;XXX;Kplang
;;bhf;XXX;Odiai
;;mgx;XXX;Omati
;;ruf;XXX;Luguru
;;bua;XXX;Buriat
;;gwf;XXX;Gowro
;;tvo;XXX;Tidore
;;hay;XXX;Haya
;;xkt;XXX;Kantosi
;;kly;XXX;Kalao
;;ztq;XXX;Quioquitani-Quierí Zapotec
;;slq;XXX;Salchuq
;;kbg;XXX;Khamba
;;yur;XXX;Yurok
;;awo;XXX;Awak
;;idu;XXX;Idoma
;;mkz;XXX;Makasae
;;gsm;XXX;Guatemalan Sign Language
;;mmr;XXX;Western Xiangxi Miao
;;bpi;XXX;Bagupi
;;aup;XXX;Makayam
;;abs;XXX;Ambonese Malay
;;xpe;XXX;Liberia Kpelle
;;orc;XXX;Orma
;;tol;XXX;Tolowa
;;itx;XXX;Itik
;;mrt;XXX;Marghi Central
;;lof;XXX;Logol
;;weo;XXX;North Wemale
;;kij;XXX;Kilivila
;;tri;XXX;Trió
;;bcv;XXX;Shoo-Minda-Nye
;;txt;XXX;Citak
;;mzo;XXX;Matipuhy
;;kiq;XXX;Kosadle
;;tma;XXX;Tama (Chad)
;;jns;XXX;Jaunsari
;;sed;XXX;Sedang
;;lmn;XXX;Lambadi
;;ikx;XXX;Ik
;;yul;XXX;Yulu
;;twn;XXX;Twendi
;;ggn;XXX;Eastern Gurung
;;gbp;XXX;Gbaya-Bossangoa
;;lkh;XXX;Lakha
;;aal;XXX;Afade
;;zte;XXX;Elotepec Zapotec
;;ayl;XXX;Libyan Arabic
;;ahr;XXX;Ahirani
;;kse;XXX;Kuni
;;clk;XXX;Idu-Mishmi
;;iws;XXX;Sepik Iwam
;;ikk;XXX;Ika
;;bsp;XXX;Baga Sitemu
;;pin;XXX;Piame
;;mlz;XXX;Malaynon
;;fad;XXX;Wagi
;;cca;XXX;Cauca
;;xai;XXX;Kaimbé
;;grt;XXX;Garo
;;sst;XXX;Sinasina
;;aew;XXX;Ambakich
;;srs;XXX;Sarsi
;;buh;XXX;Younuo Bunu
;;mrm;XXX;Merlav
;;hup;XXX;Hupa
;;gap;XXX;Gal
;;lni;XXX;Daantanai'
;;anb;XXX;Andoa
;;hih;XXX;Pamosu
;;kzo;XXX;Kaningi
;;lan;XXX;Laru
;;kpf;XXX;Komba
;;mdq;XXX;Mbole
;;sha;XXX;Shall-Zwall
;;pry;XXX;Pray 3
;;oso;XXX;Ososo
;;kft;XXX;Kanjari
;;ing;XXX;Degexit'an
;;raz;XXX;Rahambuu
;;ppa;XXX;Pao
;;mvk;XXX;Mekmek
;;bdx;XXX;Budong-Budong
;;bow;XXX;Rema
;;mfx;XXX;Melo
;;bcl;XXX;Central Bicolano
;;jod;XXX;Wojenaka
;;zmq;XXX;Mituku
;;dna;XXX;Upper Grand Valley Dani
;;bfk;XXX;Ban Khor Sign Language
;;cns;XXX;Central Asmat
;;kuf;XXX;Western Katu
;;dib;XXX;South Central Dinka
;;ttl;XXX;Totela
;;hbo;XXX;Ancient Hebrew
;;csg;XXX;Chilean Sign Language
;;bqw;XXX;Buru (Nigeria)
;;alz;XXX;Alur
;;bvr;XXX;Burarra
;;lib;XXX;Likum
;;cih;XXX;Chinali
;;zkz;XXX;Khazar
;;ttw;XXX;Long Wat
;;trb;XXX;Terebu
;;ccj;XXX;Kasanga
;;wka;XXX;Kw'adza
;;lii;XXX;Lingkhim
;;tlg;XXX;Tofanma
;;bml;XXX;Bomboli
;;zoq;XXX;Tabasco Zoque
;;dil;XXX;Dilling
;;tce;XXX;Southern Tutchone
;;nxg;XXX;Ngad'a
;;ani;XXX;Andi
;;atd;XXX;Ata Manobo
;;yat;XXX;Yambeta
;;atv;XXX;Northern Altai
;;tah;XXX;Tahitian
;;rgn;XXX;Romagnol
;;cmm;XXX;Michigamea
;;bum;XXX;Bulu (Cameroon)
;;bkt;XXX;Boloki
;;krx;XXX;Karon
;;ido;XXX;Ido
;;obo;XXX;Obo Manobo
;;pom;XXX;Southeastern Pomo
;;bjz;XXX;Baruga
;;njl;XXX;Njalgulgule
;;zmb;XXX;Zimba
;;cpi;XXX;Chinese Pidgin English
;;mhb;XXX;Mahongwe
;;nos;XXX;Eastern Nisu
;;kto;XXX;Kuot
;;mkw;XXX;Kituba (Congo)
;;tyl;XXX;Thu Lao
;;tpq;XXX;Tukpa
;;otw;XXX;Ottawa
;;dnu;XXX;Danau
;;kjj;XXX;Khinalugh
;;uks;XXX;Urubú-Kaapor Sign Language
;;prr;XXX;Puri
;;cta;XXX;Tataltepec Chatino
;;gjk;XXX;Kachi Koli
;;jao;XXX;Yanyuwa
;;yax;XXX;Yauma
;;kjy;XXX;Erave
;;okl;XXX;Old Kentish Sign Language
;;awt;XXX;Araweté
;;acu;XXX;Achuar-Shiwiar
;;khl;XXX;Lusi
;;tbj;XXX;Tiang
;;ojp;XXX;Old Japanese
;;nxd;XXX;Ngando (Democratic Republic of Congo)
;;szp;XXX;Suabo
;;oum;XXX;Ouma
;;rap;XXX;Rapanui
;;bzx;XXX;Kɛlɛngaxo Bozo
;;fro;XXX;Old French (842-ca. 1400)
;;pep;XXX;Kunja
;;zkh;XXX;Khorezmian
;;mwt;XXX;Moken
;;aem;XXX;Arem
;;azm;XXX;Ipalapa Amuzgo
;;nux;XXX;Mehek
;;kqp;XXX;Kimré
;;axx;XXX;Xaragure
;;zrn;XXX;Zerenkel
;;sav;XXX;Saafi-Saafi
;;mgn;XXX;Mbangi
;;toe;XXX;Tomedes
;;tcw;XXX;Tecpatlán Totonac
;;mju;XXX;Manna-Dora
;;mpx;XXX;Misima-Paneati
;;led;XXX;Lendu
;;mkf;XXX;Miya
;;yak;XXX;Yakama
;;sib;XXX;Sebop
;;bhw;XXX;Biak
;;beu;XXX;Blagar
;;vun;XXX;Vunjo
;;krm;XXX;Krim
;;uam;XXX;Uamué
;;bix;XXX;Bijori
;;ado;XXX;Abu
;;gob;XXX;Playero
;;jun;XXX;Juang
;;ylg;XXX;Yelogu
;;bfd;XXX;Bafut
;;zav;XXX;Yatzachi Zapotec
;;cfd;XXX;Cara
;;kby;XXX;Manga Kanuri
;;msw;XXX;Mansoanka
;;nci;XXX;Classical Nahuatl
;;ecr;XXX;Eteocretan
;;akq;XXX;Ak
;;jah;XXX;Jah Hut
;;juy;XXX;Juray
;;sli;XXX;Lower Silesian
;;tlu;XXX;Tulehu
;;kgq;XXX;Kamoro
;;yuy;XXX;East Yugur
;;pnz;XXX;Pana (Central African Republic)
;;kxx;XXX;Likuba
;;wik;XXX;Wikalkan
;;gox;XXX;Gobu
;;eky;XXX;Eastern Kayah
;;jaf;XXX;Jara
;;svx;XXX;Skalvian
;;kfq;XXX;Korku
;;udi;XXX;Udi
;;nld;XXX;Dutch
;;mlc;XXX;Cao Lan
;;uun;XXX;Kulon-Pazeh
;;tml;XXX;Tamnim Citak
;;mcb;XXX;Machiguenga
;;toc;XXX;Coyutla Totonac
;;pgn;XXX;Paelignian
;;dam;XXX;Damakawa
;;kuj;XXX;Kuria
;;xmf;XXX;Mingrelian
;;ptp;XXX;Patep
;;kpm;XXX;Koho
;;prn;XXX;Prasuni
;;ayz;XXX;Mai Brat
;;tga;XXX;Sagalla
;;xbb;XXX;Lower Burdekin
;;suc;XXX;Western Subanon
;;amz;XXX;Atampaya
;;gva;XXX;Guana (Paraguay)
;;sre;XXX;Sara
;;nqn;XXX;Nen
;;kjc;XXX;Coastal Konjo
;;pej;XXX;Northern Pomo
;;mrh;XXX;Mara Chin
;;pnn;XXX;Pinai-Hagahai
;;cof;XXX;Colorado
;;wud;XXX;Wudu
;;ndv;XXX;Ndut
;;czh;XXX;Huizhou Chinese
;;tuf;XXX;Central Tunebo
;;bot;XXX;Bongo
;;vap;XXX;Vaiphei
;;uzs;XXX;Southern Uzbek
;;mvw;XXX;Machinga
;;adb;XXX;Adabe
;;wli;XXX;Waioli
;;hui;XXX;Huli
;;ybj;XXX;Hasha
;;sah;XXX;Yakut
;;psu;XXX;Sauraseni Prākrit
;;pld;XXX;Polari
;;tbk;XXX;Calamian Tagbanwa
;;jor;XXX;Jorá
;;xlc;XXX;Lycian
;;etr;XXX;Edolo
;;zmk;XXX;Mandandanyi
;;lem;XXX;Nomaande
;;kap;XXX;Bezhta
;;omp;XXX;Old Manipuri
;;abl;XXX;Lampung Nyo
;;chv;XXX;Chuvash
;;bpt;XXX;Barrow Point
;;zbl;XXX;Blissymbols
;;mpj;XXX;Martu Wangka
;;irr;XXX;Ir
;;mer;XXX;Meru
;;sds;XXX;Sened
;;kou;XXX;Koke
;;vil;XXX;Vilela
;;lou;XXX;Louisiana Creole French
;;kra;XXX;Kumhali
;;rop;XXX;Kriol
;;sdh;XXX;Southern Kurdish
;;hab;XXX;Hanoi Sign Language
;;kvj;XXX;Psikye
;;sfm;XXX;Small Flowery Miao
;;mrz;XXX;Marind
;;jub;XXX;Wannu
;;kmr;XXX;Northern Kurdish
;;mxt;XXX;Jamiltepec Mixtec
;;rro;XXX;Waima
;;daj;XXX;Dar Fur Daju
;;aza;XXX;Azha
;;zpy;XXX;Mazaltepec Zapotec
;;ble;XXX;Balanta-Kentohe
;;kyp;XXX;Kang
;;nmr;XXX;Nimbari
;;tpz;XXX;Tinputz
;;pcd;XXX;Picard
;;mqw;XXX;Murupi
;;bln;XXX;Southern Catanduanes Bicolano
;;kqk;XXX;Kotafon Gbe
;;lon;XXX;Malawi Lomwe
;;tit;XXX;Tinigua
;;kdw;XXX;Koneraw
;;xav;XXX;Xavánte
;;the;XXX;Chitwania Tharu
;;qxu;XXX;Arequipa-La Unión Quechua
;;auy;XXX;Awiyaana
;;smp;XXX;Samaritan
;;gbk;XXX;Gaddi
;;cgc;XXX;Kagayanen
;;bzl;XXX;Boano (Sulawesi)
;;drd;XXX;Darmiya
;;zyb;XXX;Yongbei Zhuang
;;xur;XXX;Urartian
;;tnm;XXX;Tabla
;;shy;XXX;Tachawit
;;qul;XXX;North Bolivian Quechua
;;ess;XXX;Central Siberian Yupik
;;bmc;XXX;Biem
;;xmo;XXX;Morerebi
;;ngb;XXX;Northern Ngbandi
;;aac;XXX;Ari
;;abd;XXX;Manide
;;bwt;XXX;Bafaw-Balong
;;gur;XXX;Farefare
;;xsr;XXX;Sherpa
;;muy;XXX;Muyang
;;sgx;XXX;Sierra Leone Sign Language
;;goy;XXX;Goundo
;;mar;XXX;Marathi
;;buo;XXX;Terei
;;klc;XXX;Kolbila
;;syi;XXX;Seki
;;saa;XXX;Saba
;;noz;XXX;Nayi
;;pnq;XXX;Pana (Burkina Faso)
;;nay;XXX;Narrinyeri
;;bik;XXX;Bikol
;;gui;XXX;Eastern Bolivian Guaraní
;;dbg;XXX;Dogul Dom Dogon
;;bce;XXX;Bamenyam
;;isk;XXX;Ishkashimi
;;ijj;XXX;Ede Ije
;;kga;XXX;Koyaga
;;luc;XXX;Aringa
;;ost;XXX;Osatu
;;arw;XXX;Arawak
;;ixc;XXX;Ixcatec
;;bbn;XXX;Uneapa
;;khe;XXX;Korowai
;;api;XXX;Apiaká
;;upv;XXX;Uripiv-Wala-Rano-Atchin
;;pck;XXX;Paite Chin
;;ppr;XXX;Piru
;;nwa;XXX;Nawathinehena
;;mgu;XXX;Mailu
;;slx;XXX;Salampasu
;;azt;XXX;Faire Atta
;;ite;XXX;Itene
;;njh;XXX;Lotha Naga
;;ngi;XXX;Ngizim
;;asq;XXX;Austrian Sign Language
;;nmu;XXX;Northeast Maidu
;;kyl;XXX;Kalapuya
;;frd;XXX;Fordata
;;asd;XXX;Asas
;;sbx;XXX;Seberuang
;;kda;XXX;Worimi
;;knc;XXX;Central Kanuri
;;ncn;XXX;Nauna
;;wlk;XXX;Wailaki
;;onw;XXX;Old Nubian
;;aln;XXX;Gheg Albanian
;;tnw;XXX;Tonsawang
;;rmu;XXX;Tavringer Romani
;;ree;XXX;Rejang Kayan
;;ldm;XXX;Landoma
;;gdi;XXX;Gundi
;;ack;XXX;Aka-Kora
;;ska;XXX;Skagit
;;mqu;XXX;Mandari
;;bpl;XXX;Broome Pearling Lugger Pidgin
;;ldp;XXX;Tso
;;mvh;XXX;Mire
;;wym;XXX;Wymysorys
;;caz;XXX;Canichana
;;tdh;XXX;Thulung
;;mnt;XXX;Maykulan
;;xtu;XXX;Cuyamecalco Mixtec
;;lsa;XXX;Lasgerdi
;;syc;XXX;Classical Syriac
;;ges;XXX;Geser-Gorom
;;hye;XXX;Armenian
;;zmj;XXX;Maridjabin
;;skb;XXX;Saek
;;ker;XXX;Kera
;;nsm;XXX;Sumi Naga
;;jek;XXX;Jeri Kuo
;;ren;XXX;Rengao
;;usi;XXX;Usui
;;pll;XXX;Shwe Palaung
;;hni;XXX;Hani
;;ntr;XXX;Delo
;;bxl;XXX;Jalkunan
;;lzz;XXX;Laz
;;swe;XXX;Swedish
;;mrv;XXX;Mangareva
;;zpx;XXX;San Baltazar Loxicha Zapotec
;;mxi;XXX;Mozarabic
;;afp;XXX;Tapei
;;bou;XXX;Bondei
;;rgu;XXX;Ringgou
;;arv;XXX;Arbore
;;dok;XXX;Dondo
;;nor;XXX;Norwegian
;;ssf;XXX;Thao
;;nku;XXX;Bouna Kulango
;;mfk;XXX;North Mofu
;;mjk;XXX;Matukar
;;hhr;XXX;Kerak
;;swg;XXX;Swabian
;;guc;XXX;Wayuu
;;mji;XXX;Kim Mun
;;nii;XXX;Nii
;;ayn;XXX;Sanaani Arabic
;;krs;XXX;Gbaya (Sudan)
;;por;XXX;Portuguese
;;mdj;XXX;Mangbetu
;;emm;XXX;Mamulique
;;wmh;XXX;Waima'a
;;nhq;XXX;Huaxcaleca Nahuatl
;;kzq;XXX;Kaike
;;mjt;XXX;Sauria Paharia
;;tls;XXX;Tambotalo
;;xpn;XXX;Kapinawá
;;mog;XXX;Mongondow
;;wal;XXX;Wolaytta
;;tde;XXX;Tiranige Diga Dogon
;;afh;XXX;Afrihili
;;odt;XXX;Old Dutch
;;tjn;XXX;Tonjon
;;lab;XXX;Linear A
;;kxq;XXX;Smärky Kanum
;;kzj;XXX;Coastal Kadazan
;;mro;XXX;Mru
;;wsa;XXX;Warembori
;;dbu;XXX;Bondum Dom Dogon
;;xho;XXX;Xhosa
;;nyu;XXX;Nyungwe
;;cah;XXX;Cahuarano
;;acd;XXX;Gikyode
;;agv;XXX;Remontado Dumagat
;;kgo;XXX;Krongo
;;kwj;XXX;Kwanga
;;naj;XXX;Nalu
;;xmc;XXX;Makhuwa-Marrevone
;;nyq;XXX;Nayini
;;kwa;XXX;Dâw
